Incident No.,Incident Type,Incident Date,Discovery Date,Country Role,Region,Country,City/Region,Location Type,Origin if known,Transit if known,Destination if known,Report grading,Verif means,Ultimate source type,Ult. Verif. Source,Ult. Source Reliability,Orig. Source Type,Medium,Original Source,Day,Month,Year,Day (+/-),Month (+/-),# Cheetahs,Units,Incident Description,Confiscated,Surrendered,Alive,Died,LTF/ UNK Fate,Action Taken,Outcome,Detecting agency,POI Assigned ID,Other info / URL
PT-2013-097,Possession/trade,27/05/2013,14/09/2015,D,Middle East,Kuwait,,Online,,,,D,Image search,E,Original source,F,C,Phone App,4sale via research volunteer (25),27,5,2013,,,1,Live,(Code 203-001): Age: 9M; Sex: 1U; Price: 3200 KWD,0,0,0,0,1,,,Does not apply,POI/WB-203,
PT-2013-098,Possession/trade,27/05/2013,14/09/2015,D,Middle East,Kuwait,,Online,,,,D,Image search,E,Original source,F,C,Phone App,4sale via research volunteer (25),27,5,2013,,,1,Live,(Code 203-002): Age: 11M; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-203,
PT-2013-099,Possession/trade,28/05/2013,17/08/2016,D,Middle East,Qatar,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,28,5,2013,,,1,Live,(Code 272-002): Age: 2-3M; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-272,
PT-2013-100,Possession/trade,30/05/2013,14/12/2015,D,Middle East,Kuwait,,Online,,,,D,Image search,E,Original source,F,C,Phone App,4sale via research volunteer (25),30,5,2013,,,1,Live,(Code 248-001): Age: 7M; Sex: 1U; Price: 3300 KWD,0,0,0,0,1,,,Does not apply,POI/WB-248,
PT-2013-101,Possession/trade,02/06/2013,29/09/2015,T/D,Middle East,Saudi Arabia,,Online,,,,E,Unable to verify,E,Original source,F,C,eCommerce,ourpetclub.com,2,6,2013,,,1,Live,(Code 056-001): Age: 2M; Sex: 1U; Price: UNK (sold),0,0,1,0,0,,3-Jun-2013 Sold. ,Does not apply,POI/WB-056,
PT-2013-102,Possession/trade,02/06/2013,15/12/2015,T/D,Middle East,Saudi Arabia,Taif,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,"keek.com, youtube.com",2,6,2013,,,1,Live,(Code 120-001): Age: 4M; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-120,
PT-2013-103,Possession/trade,03/06/2013,30/08/2016,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,3,6,2013,,,3,Live,(Code 055-004): Age: 2-3M; Sex: 3U; Price: UNK,0,0,0,0,3,,,Does not apply,POI/WB-055,
PT-2013-104,Possession/trade,04/06/2013,31/08/2015,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media/eCommerce,"twitter.com, youtube.com, ourpetclub.com",4,6,2013,,,1,Live,(Code 007-005): Age: 4.5M; Sex: 1F; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-007,
PT-2013-105,Possession/trade,07/06/2013,31/08/2015,T/D,Middle East,Saudi Arabia,,Online,,,,E,Unable to verify,E,Original source,F,C,Social Media,youtube.com,7,6,2013,,,1,Live,(Code 146-001): Age: 4M; Sex: Unk; Price: UNK,0,0,0,0,1,"7-Oct-15: Shared dealer's info with CITES National MAs, Enforcement and INTERPOL.",Unknown outcome.,Does not apply,POI/WB-146,
PT-2013-106,Possession/trade,07/06/2013,14/12/2015,D,Middle East,Kuwait,,Online,,,,D,Image search,E,Original source,F,C,Phone App,4sale via research volunteer (25),7,6,2013,,,1,Live,(Code 182-005): Age: 3M; Sex: 1U; Price: 4000 KWD,0,0,0,0,1,,,Does not apply,POI/WB-182,
PT-2013-107,Possession/trade,07/06/2013,14/12/2015,D,Middle East,Kuwait,,Online,,,,D,Image search,E,Original source,F,C,Phone App,4sale via research volunteer (25),7,6,2013,,,1,Live,(Code 232-001): Age: 3Y; Sex: 1M; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-232,
PT-2013-108,Possession/trade,09/06/2013,20/05/2015,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,9,6,2013,,,1,Live,(Code 024-001): Age: 6M?; Sex: 1U; Price: 25000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-024,
PT-2013-109,Possession/trade,09/06/2013,20/05/2015,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,9,6,2013,,,6,Live,(Code 024-002): Age: Cub; Sex: 6U; Price: 30000 SAR,0,0,0,0,6,,,Does not apply,POI/WB-024,
PT-2013-110,Possession/trade,13/06/2013,11/06/2020,T/D,Middle East,Saudi Arabia,Mecca,Online,,,,D,Image search,E,Original source,F,C,eCommerce,harajpets.com,13,6,2013,,,1,Live,(Code 476-001): Age: Adult; Sex: 1U; Price: 150000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-476,
PT-2013-111,Possession/trade,17/06/2013,17/06/2013,O/D,East Africa,Somaliland,"Boroma, Boorama",Private home,,,,D,Direct,C,Original source,A,A,Email,SLD field team,17,6,2013,,,3,Live,Former and now again police commander for Awdal Region in Boroma keeps 3 cheetahs in his private compound ,0,0,3,0,0,SLD field team requested BFF to check on the animals.,No known outcome.,Does not apply,POI-14,
PT-2013-112,Possession/trade,17/06/2013,12/09/2015,T/D,Middle East,Saudi Arabia,Qassim,Online,,,,E,Unable to verify,E,Original source,F,C,eCommerce,ourpetclub.com,17,6,2013,,,1,Live,(Code 067-002): Age: 4.5M; Sex: 1F; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-067,
PT-2013-113,Possession/trade,22/06/2013,14/12/2015,D,Middle East,Kuwait,,Online,,,,D,Image search,E,Original source,F,C,Phone App,4sale via research volunteer (25),22,6,2013,,,1,Live,(Code 241-001): Age: 8M; Sex: 1U; Price: 4000 KWD,0,0,0,0,1,,,Does not apply,POI/WB-241,
PT-2013-114,Possession/trade,23/06/2013,10/02/2017,D,Middle East,UAE,Dubai,Online,,,,E,Source credibility,D,Original source,B,D,Report,IFAW (in litt. 2017),23,6,2013,,,1,Live,Age: 1Y; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,Unknown,
PT-2013-115,Possession/trade,28/06/2013,23/12/2015,D,Middle East,Kuwait,,Online,,,,D,Video. Known Individual,E,Original source,B,C,Social Media,youtube.com,28,6,2013,,,2,Live,(Code 163-001): Age: 6M; Sex: 2U; Price: UNK,0,0,0,0,2,,,Does not apply,POI/WB-163,
PT-2013-116,Possession/trade,29/06/2013,14/12/2015,D,Middle East,Kuwait,,Online,,,,D,Image search,E,Original source,F,C,Phone App,4sale via research volunteer (25),29,6,2013,,,1,Live,(Code 202-001): Age: 6Y; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-202,
PT-2013-117,Possession/trade,29/06/2013,12/08/2016,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,29,6,2013,,,1,Live,(Code 005-001): Age: Adult; Sex: 1U; Price: 30000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-005,
PT-2013-118,Seizure,30/06/2013,15/12/2013,O/T,East Africa,Somaliland,Hargeisa,Unknown,,,,D,Unable to verify,A,Min Environment,A,A,Email,SLD field team,30,6,2013,,-12,12,Live,The regional environment co-ordinator of Marodi Jeeh (Hargeisa) told us that from late 2012 until mid 2013 he has confiscated 12 cheetah cubs in the Hargeisa area. Some died shortly after confiscation while the others have been handed over to the director of wildlife (name on file) from where they all evaporated. ,12,0,0,0,12,,,MoERD Reg Coordinator,POI-09,
PT-2013-119,Possession/trade,13/07/2013,01/09/2016,D,Middle East,Kuwait,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com via research volunteer (25),13,7,2013,,,1,Live,(Code 220-001): Age: 3M; Sex: 1U; Price: 4000 KWD,0,0,0,0,1,,,Does not apply,POI/WB-220,
PT-2013-120,Possession/trade,16/07/2013,20/05/2015,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,16,7,2013,,,1,Live,(Code 024-003): Age: Adult; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-024,
PT-2013-121,Possession/trade,24/07/2013,07/09/2015,D,Middle East,Kuwait,,Online,,,,D,Video. Known Individual,E,Original source,B,C,Social Media/eCommerce,"youtube.com, magallaty.net",24,7,2013,,,6,Live,(Code 163-002): Age: Cub; Sex: 6U; Price: 2500 KWD,0,0,0,0,6,"7-Oct-15: Shared dealer's info with CITES National MAs, Enforcement and INTERPOL.",Unknown outcome.,Does not apply,POI/WB-163,
PT-2013-122,Possession/trade,26/07/2013,26/12/2016,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,26,7,2013,,,3,Live,(Code 134-001): Age: 2M; Sex: 3U; Price: 60000 SAR,0,0,0,0,3,,,Does not apply,POI/WB-134,
PT-2013-123,Seizure,27/07/2013,02/03/2019,T/D,Middle East,Saudi Arabia,,Unknown,,,,B,Zoo or rescue center report,B,Original source,A,C,Database,Int'l Cheetah Studbook (2018),27,7,2013,,,2,Live,~3-mo male and female cubs reported as rescued,2,0,2,0,0,,Studbook # on file.,Unknown,Unknown,https://cheetah.org/resource-library/2018-international-studbook/
PT-2013-124,Possession/trade,06/08/2013,07/09/2015,D,Middle East,Kuwait,,Online,,,,D,Video. Known Individual,E,Original source,B,C,Social Media,youtube.com,6,8,2013,,,1,Live,(Code 163-003): Age: 4M; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-163,
PT-2013-125,Possession/trade,06/08/2013,07/09/2015,D,Middle East,Kuwait,,Online,,,,D,Video. Known Individual,E,Original source,B,C,Social Media,youtube.com,6,8,2013,,,1,Live,(Code 163-004): Age: Adult; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-163,
PT-2013-126,Possession/trade,15/08/2013,26/12/2016,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,15,8,2013,,,1,Live,(Code 134-002): Age: 5M; Sex: 1U; Price: 35000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-134,
PT-2013-127,Possession/trade,19/08/2013,16/08/2016,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,19,8,2013,,,1,Live,(Code 314-001): Age: Adult; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-314,
PT-2013-128,Possession/trade,20/08/2013,12/08/2016,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,20,8,2013,,,1,Live,(Code 015-001): Age: 5-6M?; Sex: 1U; Price: 35000-40000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-015,
PT-2013-129,Possession/trade,21/08/2013,08/10/2020,T/D,Middle East,Saudi Arabia,Jeddah,Online,,,,D,Image,E,Original source,F,C,Social media,twitter.com,21,8,2013,,,1,Live,(Code 659-002): Age: 3M; Sex: 1U; Price: Unk ,0,0,0,0,1,,,Does not apply,POI/WB-659,
PT-2013-130,Possession/trade,24/08/2013,10/01/2016,T/D,Middle East,Saudi Arabia,Mecca,Online,,,,D,Image search,E,Original source,F,C,eCommerce,harajpets.com,24,8,2013,,,5,Live,(Code 064-001): Age: 3M?; Sex: 5U; Price: UNK,0,0,0,0,5,,,Does not apply,POI/WB-064,
PT-2013-131,Seizure,25/08/2013,28/02/2019,O,East Africa,Tanzania,"Mheza-Maore, Kilimanjaro",Village,,,,A,Seizure,A,Original source,A,C,Web site,Wildlex,25,8,2013,,,1,Skin,"On 25th August, 2013 at about 01:00hrs at Mheza-Maore Village within Same District – Kilimanjaro region, the appellant was arrested for being in unlawful possession of the government trophy which is one “cheeter” skin worth Tshs. 7,942,900, the property of the government of the United Republic of Tanzania and without permit or license.",1,0,0,1,0,One person (POI-20) arrested for illegal posession. Sentenced to 6 years imprisonment. High Court set aside the sentence in 2015.,Court proceedings on file. No known outcome.,Mkomazi Nat Park Rangers,POI-20,http://www.wildlex.org/court-decisions/jasper-philemon-mngwulwi-v-r
PT-2013-132,Possession/trade,26/08/2013,13/09/2015,D,Middle East,Kuwait,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,26,8,2013,,,1,Live,(Code 166-007): Age: 4M; Sex: 1U; Price: 3000 KWD,0,0,0,0,1,,,Does not apply,POI/WB-166,
PT-2013-133,Possession/trade,26/08/2013,23/08/2016,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,twitter.com,26,8,2013,,,1,Live,(Code 026-001): Age: 3M; Sex: 1U; Price: 70000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-026,
PT-2013-134,Possession/trade,26/08/2013,23/08/2016,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,twitter.com,26,8,2013,,,4,Live,(Code 026-002): Age: 2-3M; Sex: 4U; Price: UNK,0,0,0,0,4,,,Does not apply,POI/WB-026,
PT-2013-135,Possession/trade,26/08/2013,04/09/2016,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,instagram.com,26,8,2013,,,1,Live,(Code 038-001): Age: 8-10M; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-038,
PT-2013-136,Possession/trade,28/08/2013,28/08/2013,O,East Africa,Ethiopia,Jijiga,Private home,,,,A,Direct,C,Original source,A,A,Email,SLD field team,28,8,2013,,-1,2,Live,"cheetahs ""added"" to the prison where the cheetahs from the Reg President's complex were transferred. 4-Sept-2013: One of the cheetahs ""disappeared"".",0,0,1,0,1,Referred info to EWCA. Attempts to retrieve them have not yielded results. Two months later it was reported that the small cubs are unable to move their hind legs. The older one has difficulty walking. Recommendations for nutritional supplements were provided.,The president has allocated apparently a 3000 Birr (per month?) for food for all of them (this should be by now for three more or less grown up animals and two cubs). SLD field team was allowed to leave some money (2500 Birr) to fund feeding but this was interrupted a month later. ,Does not apply,Unknown,
PT-2013-137,Possession/trade,28/08/2013,09/09/2016,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,28,8,2013,,,1,Live,(Code 004-001): Age: Adult; Sex: 1U; Price: 45000 AED,0,0,0,0,1,,,Does not apply,POI/WB-004,
PT-2013-138,Possession/trade,29/08/2013,21/09/2015,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image search,E,Original source,F,C,Social Media,twitter.com,29,8,2013,,,1,Live,(Code 026-003): Age: 4M; Sex: 1U; Price: 40000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-026,
PT-2013-139,Possession/trade,31/08/2013,13/09/2015,D,Middle East,Kuwait,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,31,8,2013,,,1,Live,(Code 166-008): Age: 3M; Sex: 1U; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-166,
PT-2013-140,Possession/trade,31/08/2013,05/10/2015,D,Middle East,Qatar,,Online,,,,E,Unable to verify. Images private.,E,Original source,F,C,eCommerce,"qatarshares.com, swalif.com",31,8,2013,,,1,Live,(Code 285-001): Age: 4M; Sex: 1U; Price: 25000 QAR,0,0,0,0,1,,,Does not apply,POI/WB-285,
PT-2013-141,Possession/trade,01/09/2013,01/09/2013,O,East Africa,Ethiopia,Erar or Erer,Rural area,,,,E,Unable to verify,D,Informant,B,A,Email,SLD field team,1,9,2013,,,4,Live,cubs reported in Erar area about 50 km outside Dire Dawa.,0,0,0,3,1,SLD field team might have contact with somebody who could provide exact location. ,Three cubs reported dead three days after initial report. Unknown outcome for fourth cub.,Does not apply,Unknown,
PT-2013-142,Possession/trade,01/09/2013,12/09/2015,T/D,Middle East,Saudi Arabia,,Online,,,,E,Unable to verify,E,Original source,F,C,Social Media,youtube.com,1,9,2013,,,4,Live,(Code 053-001): Age: >1Y; Sex: 4U; Price: UNK,0,0,0,0,4,,,Does not apply,POI/WB-053,
PT-2013-143,Possession/trade,01/09/2013,13/09/2015,T/D,Middle East,Saudi Arabia,,Online,,,,D,Video,E,Original source,F,C,Social Media,youtube.com,1,9,2013,,,2,Live,(Code 051-001): Age: 2M; Sex: 2U; Price: 40000 SAR,0,0,0,0,2,,,Does not apply,POI/WB-051,
PT-2013-144,Possession/trade,01/09/2013,25/09/2015,T/D,Middle East,Saudi Arabia,Riyadh,Online,,,,D,Unable to verify,E,Original source,F,C,Social Media,youtube.com,1,9,2013,,,1,Live,(Code 008-001): (At least 1 cub): Age: 1M; Sex: Unk; Price: 20000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-008,
PT-2013-145,Possession/trade,01/09/2013,30/09/2015,D,Middle East,UAE,,Online,,,,E,Unable to verify,E,Original source,F,C,Social Media,youtube.com,1,9,2013,,,1,Live,(Code 328-001): (At least 1 cub): Age: Unk; Sex: Unk; Price: 25000 AER,0,0,0,0,1,,,Does not apply,POI/WB-328,
PT-2013-146,Possession/trade,01/09/2013,05/10/2015,T/D,Middle East,Saudi Arabia,,Online,,,,E,Unable to verify,E,Original source,F,C,Social Media,youtube.com,1,9,2013,,,3,Live,(Code 115-001): Age: 3M; Sex: 3U; Price: UNK,0,0,0,0,3,"7-Oct-15: Shared dealer's info with CITES National MAs, Enforcement and INTERPOL.",Unknown outcome.,Does not apply,POI/WB-115,
PT-2013-147,Possession/trade,01/09/2013,25/07/2018,T/D,Middle East,Saudi Arabia,,Online,,,,D,Video,E,Original source,B,C,Social Media,youtube.com,1,9,2013,,,1,Live,(Code 426-001): (At least 1 cub): Age: Unk; Sex: Unk; Price: 10000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-426,
PT-2013-148,Possession/trade,02/09/2013,19/10/2013,T,Middle East,Yemen,Bait al Faqih,Online,,,,D,Image search,E,Original source,F,C,Social Media,facebook.com,2,9,2013,,,3,Live,(Code 530-001): Age: 3M; Sex: 4U; Price: UNK,0,0,0,0,3,2015-05-27: Reported to CITES Yemen and CITES Enforcement as possible seller of cheetahs offered for sale (PT-2015-157),Unknown outcome.,Does not apply,POI/WB-530,
PT-2013-149,Possession/trade,04/09/2013,08/10/2020,T/D,Middle East,Saudi Arabia,,Online,,,,D,Image,E,Original source,F,C,Social media,twitter.com,4,9,2013,,,1,Live,(Code 655-001): Age: 2M; Sex: 1M; Price: 37000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-655,
PT-2013-150,Possession/trade,07/09/2013,09/09/2016,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,7,9,2013,,,2,Live,(Code 004-003): Age: 5-7M; Sex: 2U; Price: 40000 AED,0,0,0,0,2,,,Does not apply,POI/WB-004,
PT-2013-151,Possession/trade,07/09/2013,09/09/2016,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,7,9,2013,,,2,Live,(Code 004-002): Age: Adult; Sex: 2U; Price: 45000 AED,0,0,0,0,3,,,Does not apply,POI/WB-004,
PT-2013-152,Possession/trade,08/09/2013,23/05/2020,T/D,Middle East,Saudi Arabia,Jeddah,Online,,,,D,Image search,E,Original source,F,C,Social Media,"instagram.com, facebook.com",8,9,2013,,,1,Live,(Code 471-001): Age: 8M; Sex: 1M; Price: UNK,0,0,0,0,1,,,Does not apply,POI/WB-471,
PT-2013-153,Possession/trade,11/09/2013,08/10/2020,T/D,Middle East,Saudi Arabia,Jeddah,Online,,,,D,Image,E,Original source,F,C,Social media,twitter.com,11,9,2013,,,2,Live,(Code 659-003): Age: 3M; Sex: 2U; Price: 45000 SAR,0,0,0,0,2,,,Does not apply,POI/WB-659,
PT-2013-154,Possession/trade,12/09/2013,18/09/2016,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,12,9,2013,,,5,Live,(Code 327-001): Age: ; Sex: 5U; Price: not for sale,0,0,0,0,5,,,Does not apply,POI/WB-327,
PT-2013-155,Possession/trade,17/09/2013,13/09/2015,D,Middle East,Kuwait,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,17,9,2013,,,1,Live,(Code 166-009): Age: Adult; Sex: 1U; Price: 2500 KWD,0,0,0,0,1,,,Does not apply,POI/WB-166,
PT-2013-156,Possession/trade,17/09/2013,14/12/2015,D,Middle East,Kuwait,,Online,,,,D,Image search,E,Original source,F,C,Phone App,4sale via research volunteer (25),17,9,2013,,,1,Live,(Code 219-001): Age: 1Y; Sex: 1M; Price: 2500 KWD,0,0,0,0,1,,,Does not apply,POI/WB-219,
PT-2013-157,Possession/trade,17/09/2013,14/12/2015,D,Middle East,Kuwait,,Online,,,,D,Image search,E,Original source,F,C,Phone App,4sale via research volunteer (25),17,9,2013,,,1,Live,(Code 196-002): Age: Adult; Sex: 1U; Price: 4000 KWD,0,0,0,0,1,,,Does not apply,POI/WB-196,
PT-2013-158,Possession/trade,17/09/2013,18/09/2016,D,Middle East,UAE,,Online,,,,D,Image search. Known Individual.,E,Original source,B,C,Social Media,instagram.com,17,9,2013,,,2,Live,(Code 327-002): Age: Cub; Sex: 2U; Price: not for sale,0,0,0,0,2,,,Does not apply,POI/WB-327,
PT-2013-159,Possession/trade,17/09/2013,08/10/2020,T/D,Middle East,Saudi Arabia,Taif/Jeddah,Online,,,,D,Image,E,Original source,F,C,Social media,twitter.com,17,9,2013,,,1,Live,(Code 655-002): Age: 3M; Sex: 1M; Price: 37000 SAR,0,0,0,0,1,,,Does not apply,POI/WB-655,
